436b2938-1721-4270-95fa-c5e97758c7d8_0001	NC_014760.1_0232	84.7	229	34	1	1	228	837	1065	2.7e-106	376.7
436b2938-1721-4270-95fa-c5e97758c7d8_0002	NC_014760.1_0233	89.5	276	27	2	1	274	34	309	1.4e-136	477.6
436b2938-1721-4270-95fa-c5e97758c7d8_0003	NC_014760.1_0234	84.8	198	26	3	1	194	200	397	2.1e-91	327.0
436b2938-1721-4270-95fa-c5e97758c7d8_0004	NC_014760.1_0234	89.5	95	10	0	1	95	1	95	3.0e-43	166.0
436b2938-1721-4270-95fa-c5e97758c7d8_0005	NC_014760.1_0235	96.8	404	12	1	1	403	1	404	7.7e-208	714.9
436b2938-1721-4270-95fa-c5e97758c7d8_0006	NC_014760.1_0236	91.7	1573	126	5	1	1571	1	1570	0.0e+00	2733.0
436b2938-1721-4270-95fa-c5e97758c7d8_0007	NC_014760.1_0237	88.3	843	88	10	1	833	78	919	0.0e+00	1345.1
436b2938-1721-4270-95fa-c5e97758c7d8_0008	NC_014760.1_0238	93.6	472	27	3	3	473	31	500	6.0e-249	851.7
436b2938-1721-4270-95fa-c5e97758c7d8_0009	NC_014760.1_0239	87.9	199	22	2	1	198	1	198	6.6e-93	332.0
436b2938-1721-4270-95fa-c5e97758c7d8_0010	NC_014760.1_0241	74.1	27	6	1	1	26	53	79	4.0e-06	40.8
9e795a28-2f80-430f-b66f-59ec2f588b39_0001	NC_014760.1_0235	80.6	175	34	0	1	175	1	175	1.2e-61	228.0
9e795a28-2f80-430f-b66f-59ec2f588b39_0002	NC_014760.1_0589	79.4	554	101	12	1	543	1	552	2.3e-228	783.5
9e795a28-2f80-430f-b66f-59ec2f588b39_0003	NC_014760.1_0590	81.6	456	70	12	1	444	30	483	2.2e-197	680.2
9e795a28-2f80-430f-b66f-59ec2f588b39_0004	NC_014760.1_0591	100.0	37	0	0	1	37	1	37	1.3e-15	73.2
9e795a28-2f80-430f-b66f-59ec2f588b39_0005	NC_014760.1_0592	88.7	177	18	2	1	176	87	262	2.1e-83	300.4
