b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	30239127	82.7	301	35	3	1482	2344	2	285	4.7e-121	444.1	6890	9M1\10M1/1M1I18M1I5M1\7M1\23M1\14M1/22M1/30M1\27M1/6M1\9M1/1M1I8M1/6M1\44M1\44M
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	24133929	70.3	290	67	5	6060	6874	2	277	2.2e-78	302.4	6890	9M1D38M1I17M1/6M1\11M4D33M1/7M1/31M1/3M1/23M1/10M1/32M1/19M1/11M1I11M1I1\10M
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	35574495	81.1	265	26	7	3195	3916	2	247	3.8e-78	301.6	6890	4M1/10M1/24M1/4M1/17M1/12M1\7M1I1/8M1/19M1D44M1/5M1/5M1/1M1D15M1D1\8M1D1\8M1\19M1I1/10M1D1M1\13M1/7M
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	32806161	74.7	241	38	7	795	1470	2	222	3.4e-63	251.9	6890	14M1\14M2I35M1/8M1\22M1/13M1/11M1\9M1/1M3I9M1I1/10M2I12M1\5M1D16M1D1/25M1/5M1\1M1D8M
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	4479724	82.5	120	15	3	5683	6030	1	116	5.0e-38	168.3	6890	18M1I1/39M1\34M2D18M1I5M
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	6207424	88.1	109	9	0	4514	4824	2	106	1.9e-37	166.4	6890	14M1/10M1/19M1/17M1/45M
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	33890399	84.9	106	12	0	2619	2926	2	103	5.2e-35	158.3	6890	36M1\2M1\15M1/44M1\5M
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	33342266	97.1	69	2	0	2351	2557	1	69	1.2e-31	147.1	6890	69M
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	4900582	76.0	129	20	4	5661	5305	1	122	2.5e-29	139.4	6890	12M1D17M1\8M1D8M1D1\16M1/11M1D1M1\11M1\13M1\10M1/11M
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	23634117	98.5	68	0	0	4429	4230	1	67	2.2e-25	126.3	6890	32M1/35M
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	18443631	68.8	80	23	1	256	490	1	79	6.1e-20	108.2	6890	19M1D1M1\58M
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	38150120	87.0	69	6	0	4756	4954	1	66	9.8e-18	100.9	6890	52M1/6M1\1M1\7M
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	21426189	76.2	84	15	2	4911	5154	3	81	8.3e-17	97.8	6890	6M1\1M1\28M1I1/11M1I33M
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	25515738	68.8	80	19	2	4140	3911	8	81	1.2e-12	84.0	6890	22M1\7M1/9M1I20M2I9M1/7M
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	24847272	33.8	225	113	10	184	782	1	211	1.4e-08	70.5	6890	18M1D7M15D24M1\13M2D13M1I7M1D18M1/4M1D10M6I13M1D3M1/27M1D5M4I27M
4d22de08-c327-43df-8ab3-f61ac34dcc2e	6150843	83.2	368	34	6	1775	2801	1	345	1.3e-125	458.0	2815	12M1\11M1\32M1/19M1\7M1D1M1/7M1I1/32M1/9M1/26M1/9M2D18M1\1M1\6M1/9M1\7M1\15M1\17M1\8M1I11M1D1\6M1D1\27M1/22M1/6M1/22M
4d22de08-c327-43df-8ab3-f61ac34dcc2e	25501410	82.1	336	36	6	1247	2190	2	317	5.3e-111	409.5	2815	20M1D1M1\7M1\24M1/12M1D1\20M1/28M1/6M1I4M1\2M1\13M1D1\15M1I12M1/2M1/18M1\12M1\33M1/19M1\8M1\3M1D35M1/9M1/9M
4d22de08-c327-43df-8ab3-f61ac34dcc2e	163863	82.8	232	20	5	14	657	150	365	1.4e-71	278.5	2815	14M2D1M1\32M2I1/11M1D8M1/6M1/13M1\3M1\11M1/2M1/18M1\13M1I1/15M1/16M1\5M1D25M1\19M
4d22de08-c327-43df-8ab3-f61ac34dcc2e	39295034	82.3	226	25	3	621	1247	2	215	6.5e-69	269.6	2815	17M1/6M1D8M1/21M1/7M1/18M1/9M1D7M1\25M1/15M1/16M1\9M1D12M1\20M1/15M1/6M
1a824adb-2fe5-4e78-8258-a0eeb26a3a63	35946300	87.5	345	26	4	1056	69	2	332	1.1e-134	487.3	1555	7M1/1M1/30M1I1/41M1\12M1/17M1\10M1D8M1/13M1\31M1D20M1\10M1\11M1D2M1\16M1/6M1\93M
1a824adb-2fe5-4e78-8258-a0eeb26a3a63	33501065	90.9	164	7	2	1540	1074	4	160	8.9e-68	265.0	1555	25M1/8M1/11M1/13M1D33M1I12M1\15M1/14M1/25M
501739ff-2ed1-4677-ad66-14c47d8676bc	4582720	79.6	638	92	12	1823	7	1007	1611	3.0e-224	785.0	1838	10M1/29M1\28M1\8M1\11M1/10M1D5M1\13M1\7M1\20M1I21M1D1/13M1I34M1I1/13M1\2M1I12M1D8M1/42M1\14M1\60M1/38M1/5M1/24M1D18M1I1/10M1\7M1/20M1I44M1/1M1D3M1/9M1/5M1/32M1/11M1I4M1\9M
6dd3acab-1c5c-4c22-a790-c6089afeaf3d	39749538	82.4	930	117	12	2	2668	142	1031	0.0e+00	1192.9	2683	36M1\9M1/10M1D12M1/13M1/7M1I1/7M1\12M1/41M1/16M1D1\20M1\23M1/6M1\99M1I2M1/10M1I11M1\6M1\50M1I1/21M1D1\17M1/11M1I36M1\3M1\8M1\11M1/7M1/1M1I59M3D8M1/29M1I1/50M1/6M1/12M1\18M1/76M1\20M1D13M1\62M1/19M1\6M
f050a9f2-e6d2-48aa-8965-524ce2937970	29387919	72.6	266	53	7	2011	1265	2	252	5.4e-72	281.2	7004	6M1/6M1I1M1/21M1D7M1/16M1I18M1\11M1I2M2D1M1/19M1/17M1/17M1I13M1\22M1\26M1/36M2D1\7M
f050a9f2-e6d2-48aa-8965-524ce2937970	33084583	69.4	248	54	8	1	677	94	328	1.9e-61	246.1	7004	19M1I1/27M1/14M1I1/11M1/19M1D8M1\4M1D5M1D8M1/5M1/29M1/20M1/13M1\7M3D11M1D9M1/2M2D15M
f050a9f2-e6d2-48aa-8965-524ce2937970	33653230	74.6	169	29	4	4815	4349	15	173	9.9e-42	180.6	7004	14M1/2M1D36M1/11M1/3M1/11M1\13M1D1\11M1/5M1I12M1\1M1\25M2D11M
f050a9f2-e6d2-48aa-8965-524ce2937970	6799459	83.8	105	11	1	6686	6984	14	114	4.5e-34	155.2	7004	17M1\38M2D4M1\21M1\14M1/5M
f050a9f2-e6d2-48aa-8965-524ce2937970	32989478	76.9	130	15	5	5149	5490	4	126	3.9e-30	142.1	7004	7M1D5M1/21M1D1/8M1\4M3D4M2D7M1/37M1/4M1/3M1D9M1\6M
f050a9f2-e6d2-48aa-8965-524ce2937970	31756001	72.5	138	27	3	2148	2532	1	128	4.8e-28	135.2	7004	13M1I1/6M1\9M1D1/19M1/13M1\25M1/12M1/12M1I1\18M
f050a9f2-e6d2-48aa-8965-524ce2937970	35063606	68.3	126	28	4	2997	3338	15	134	1.1e-24	124.0	7004	13M1/1M1/8M1\8M1\1M1D29M3D29M1D1\16M1D1M1/8M
f050a9f2-e6d2-48aa-8965-524ce2937970	37297504	71.4	119	25	3	5527	5856	1	113	1.9e-24	123.2	7004	4M1\4M1\13M1D19M1\11M1D12M1/26M1/3M1D14M1/4M
f050a9f2-e6d2-48aa-8965-524ce2937970	40160499	79.4	97	12	1	4060	4321	1	90	5.5e-24	121.7	7004	23M1/17M1/1M1/15M1/8M1D1\11M1/6M1/8M
f050a9f2-e6d2-48aa-8965-524ce2937970	31347549	68.1	116	27	3	6395	6710	5	112	7.4e-21	111.3	7004	13M1\17M1/1M1/8M1I12M1/1M1/4M1D15M1D22M1/5M1/8M
f050a9f2-e6d2-48aa-8965-524ce2937970	32779875	65.1	109	32	1	6078	6389	3	106	1.6e-20	110.2	7004	22M1/4M1D8M1\19M1\33M1\9M1\8M
f050a9f2-e6d2-48aa-8965-524ce2937970	24272618	75.6	82	15	0	3676	3903	20	96	4.8e-20	108.6	7004	14M1\10M1/23M1/12M1/4M1/14M
f050a9f2-e6d2-48aa-8965-524ce2937970	31916315	73.6	91	16	4	2438	2693	2	87	2.6e-18	102.8	7004	12M1I1\25M1\1M2D13M1I8M1/9M1D15M
f050a9f2-e6d2-48aa-8965-524ce2937970	38601540	72.5	80	16	3	5856	6077	1	76	6.3e-12	81.6	7004	6M1/15M1D10M1/9M1D1/12M1I22M
f050a9f2-e6d2-48aa-8965-524ce2937970	33095607	64.6	99	26	3	3347	3622	7	97	3.1e-11	79.3	7004	10M1\13M1/5M1I22M1D9M1I4M1/4M1/7M1\6M1\10M
f050a9f2-e6d2-48aa-8965-524ce2937970	40899547	78.0	59	7	2	2203	2037	1	53	4.5e-10	75.5	7004	5M1I1M1/19M1/14M2I6M1\8M
f050a9f2-e6d2-48aa-8965-524ce2937970	33900856	73.3	60	10	2	840	1009	1	54	1.7e-09	73.6	7004	9M2I1M1/7M1I1M1\13M1/23M
f050a9f2-e6d2-48aa-8965-524ce2937970	33957170	77.6	49	9	0	1102	1244	1	47	1.2e-07	67.4	7004	9M1\31M1\7M
f050a9f2-e6d2-48aa-8965-524ce2937970	39747099	70.7	58	13	2	865	704	1	56	1.3e-04	57.4	7004	20M1/4M1D17M1\8M1D5M
1f1b8c5d-39f9-4d00-b1ff-64fd98e8a9bf	42883332	55.8	240	86	8	2288	2951	1	232	3.6e-39	171.0	3179	11M1/11M3D11M1D3M1/12M1/40M1D1\7M1D11M5D32M1I30M1\11M1I6M1/18M1D17M
1f1b8c5d-39f9-4d00-b1ff-64fd98e8a9bf	5343964	61.1	108	38	2	52	363	6	111	2.2e-17	98.6	3179	36M1D17M1/5M1D30M1\16M
1f1b8c5d-39f9-4d00-b1ff-64fd98e8a9bf	3466583	75.6	82	9	5	1406	1191	12	90	1.5e-16	95.9	3179	5M1\12M1/7M1D11M1D16M5D7M1I6M1D7M
1f1b8c5d-39f9-4d00-b1ff-64fd98e8a9bf	3289657	59.8	112	36	4	982	665	7	111	1.4e-14	89.4	3179	11M1\9M1I8M2I10M1D17M1\32M1/2M1D5M1/9M
1f1b8c5d-39f9-4d00-b1ff-64fd98e8a9bf	31218556	71.4	98	17	4	2084	1815	8	96	1.2e-13	86.3	3179	10M1D8M1I4M1/13M1/5M1/17M1\1M2I12M1\1M1D8M1\8M
1f1b8c5d-39f9-4d00-b1ff-64fd98e8a9bf	10954488	74.1	54	11	1	406	561	1	51	7.7e-10	73.6	3179	15M1\20M1/7M1I9M
1f1b8c5d-39f9-4d00-b1ff-64fd98e8a9bf	6274764	56.8	118	41	4	1824	1502	4	114	1.3e-09	72.8	3179	4M1D7M1/28M1/31M1/2M1I8M1\4M1D4M1/5M1D6M1/9M
1f1b8c5d-39f9-4d00-b1ff-64fd98e8a9bf	37689066	72.9	59	11	1	2249	2091	7	62	4.2e-08	67.8	3179	13M2D1/21M1/12M1/8M
1f1b8c5d-39f9-4d00-b1ff-64fd98e8a9bf	11246887	65.7	70	18	3	666	475	3	68	8.3e-04	53.5	3179	14M1D1/9M1D6M1/16M1I7M1/12M
fd0ba9b2-c0cf-4965-9156-1033eae6ae16	10492233	47.8	701	302	16	3	1973	273	931	5.8e-112	412.1	2007	6M1\20M1/6M1I19M1D40M1I30M6D37M2I18M1\27M1I1/9M1/7M1\7M1D10M1I1/14M2I10M1\36M2I29M8I7M4D16M9D30M2I38M1\33M1/12M1\26M1/4M1/19M1/3M1/23M1I2M1\16M1\21M1/15M1/12M1D1\16M1/19M
c885fc7c-1bf6-4595-a88f-cd8a1053cab1	15977094	80.9	225	31	4	1640	998	103	317	4.2e-79	302.8	1689	7M1I1\23M1\2M1D18M1/17M1/19M1/22M1\12M1I30M1D11M1/35M1/17M
c885fc7c-1bf6-4595-a88f-cd8a1053cab1	974827	93.8	112	2	1	741	420	8	114	2.2e-51	210.7	1689	9M1/26M1/21M1\26M1I1/25M
c885fc7c-1bf6-4595-a88f-cd8a1053cab1	40104976	62.5	128	19	3	937	644	2	126	4.2e-31	143.3	1689	15M1/18M1/25M1D4M21D3M4D10M1/24M
c885fc7c-1bf6-4595-a88f-cd8a1053cab1	26106605	88.0	92	4	2	402	145	3	87	1.3e-27	131.7	1689	15M1/10M1I1/24M1/19M1\9M1/3M1I5M
ee4e8d85-ecaa-459a-b22b-97ed22ed387c	21885	91.7	108	2	1	884	586	2	103	2.3e-36	160.2	1140	5M1/6M1/5M1\26M1D7M1/34M1/6M1/12M
ee4e8d85-ecaa-459a-b22b-97ed22ed387c	33105416	90.6	96	5	0	1106	833	1	92	2.5e-35	156.8	1140	29M1/20M1/22M1\8M1/13M
ee4e8d85-ecaa-459a-b22b-97ed22ed387c	26913489	93.1	72	3	0	221	428	2	71	7.3e-27	128.6	1140	22M1/3M1/45M
ee4e8d85-ecaa-459a-b22b-97ed22ed387c	18631836	89.7	68	6	0	207	6	5	71	3.1e-25	123.2	1140	46M1\21M
ee4e8d85-ecaa-459a-b22b-97ed22ed387c	37395810	86.7	60	4	2	415	582	1	58	7.1e-14	85.5	1140	24M1/18M1D1M1D1\13M
4377d4a0-b19c-4908-a30e-b354774263e5	26192929	79.5	185	28	3	2752	2218	1	175	1.1e-61	246.1	4132	20M1\11M1\11M1\20M1/4M1I31M1\12M1I1/31M1I30M1/5M
4377d4a0-b19c-4908-a30e-b354774263e5	1139900	85.6	174	15	2	3122	3616	3	167	6.9e-59	236.9	4132	11M1/10M1/10M1/11M1\6M1\13M1/50M1/15M1D3M2I35M
4377d4a0-b19c-4908-a30e-b354774263e5	5763562	84.9	146	12	3	1	415	39	175	4.2e-48	201.1	4132	13M1\12M1I1/14M1/8M1\1M1D19M1/14M1\37M1I11M1\7M
4377d4a0-b19c-4908-a30e-b354774263e5	27552377	82.4	153	15	3	1971	1539	2	144	7.9e-47	196.8	4132	8M1\3M1D11M1D1\11M1/18M1\17M1\3M2I25M1\13M1/18M1\14M
4377d4a0-b19c-4908-a30e-b354774263e5	6631372	84.3	127	13	2	1222	861	2	122	1.1e-40	176.4	4132	4M1I9M1\10M1D7M1/13M1\8M1/54M1/15M
4377d4a0-b19c-4908-a30e-b354774263e5	29323032	70.3	138	31	4	672	281	1	130	1.4e-32	149.4	4132	22M1\4M1D20M1D3M1\15M1/21M1/3M1/2M2I9M1I29M
4377d4a0-b19c-4908-a30e-b354774263e5	21858458	78.4	111	16	2	2127	1819	4	108	6.1e-31	144.1	4132	4M1\15M1/21M1/4M1\20M1D10M1D1\12M1/17M
4377d4a0-b19c-4908-a30e-b354774263e5	18977846	78.3	83	15	1	597	843	1	80	6.9e-27	130.6	4132	55M2I1\25M
4377d4a0-b19c-4908-a30e-b354774263e5	4771286	65.9	123	16	1	1331	1624	1	118	1.1e-24	123.2	4132	5M1\22M1\15M1\19M21D2M1/19M1\15M
4377d4a0-b19c-4908-a30e-b354774263e5	38726528	89.3	75	3	1	2920	2713	2	72	1.4e-22	116.3	4132	4M1/8M1\22M1D1/11M1/25M
4377d4a0-b19c-4908-a30e-b354774263e5	25065780	86.2	65	6	0	1405	1219	2	63	2.6e-18	102.1	4132	19M1\25M1\10M1/8M
4377d4a0-b19c-4908-a30e-b354774263e5	34918389	71.6	81	18	2	3148	2918	1	78	2.3e-14	89.0	4132	10M1\18M1\1M1D32M1D1\15M
4377d4a0-b19c-4908-a30e-b354774263e5	38918817	83.3	60	7	1	3722	3549	1	57	4.4e-13	84.7	4132	10M1\9M1I1/38M
4377d4a0-b19c-4908-a30e-b354774263e5	23249665	66.7	51	14	0	2214	2070	2	49	1.3e-04	56.6	4132	23M1/6M1\4M1\15M
110d7290-484c-4ecd-bec2-9df63f1249b2	12319462	56.0	627	224	17	2509	716	229	814	2.8e-116	426.8	2510	18M1\11M1\1M1I15M1D19M1\13M1I1/51M1\25M1I23M1/29M1\1M1I31M1\1M1I7M1I7M1\21M1/57M3D8M4I16M6D8M5I7M1I6M1I14M1\10M1\24M1D13M1/12M1/7M1/33M1I1/14M2I17M1/17M1\2M2I27M1\10M
76b9a7dc-d079-478c-82dc-872d85482452	18870451	66.8	205	57	6	544	1129	5	203	9.7e-46	191.4	1215	11M1\3M1D24M1D28M1D23M1/17M1\26M1D24M1/11M1I11M1D1\16M
76b9a7dc-d079-478c-82dc-872d85482452	29231650	77.0	113	20	3	106	426	1	111	4.9e-29	136.0	1215	6M2D22M1D1M1\13M1/12M1D53M
76b9a7dc-d079-478c-82dc-872d85482452	21883028	67.3	52	14	1	176	31	1	51	4.7e-08	66.2	1215	18M2D20M1/11M
8b705d25-9333-4b27-9682-88a6dcfcceb4	22046534	70.5	526	114	13	782	2250	2	493	2.5e-133	483.8	3212	11M1\16M1/11M1\8M1\12M1D2M1D1\11M1D12M1/7M1/7M1/43M1\10M1\16M1D1\19M1/17M1\5M1\29M1D4M1/6M1I1/32M1D5M1/1M1/7M1/18M1I1M1/19M1/18M1/11M1/7M1\25M1\18M1I1/9M1D5M1\23M1/1M1I2M1I19M1I18M
8b705d25-9333-4b27-9682-88a6dcfcceb4	23608354	72.2	209	41	4	2520	3101	5	197	1.2e-53	219.2	3212	14M1I5M1\7M1\33M1I11M1D1/6M1/8M1/10M1/3M1I4M1/12M1/3M1/35M1/6M1\13M1\3M1\19M
8b705d25-9333-4b27-9682-88a6dcfcceb4	2118842	84.1	132	14	1	41	413	309	434	1.6e-42	182.2	3212	15M1\5M1/9M1\27M1/21M1D4M1/17M1/27M
8b705d25-9333-4b27-9682-88a6dcfcceb4	39116374	79.1	91	16	0	2249	2509	3	90	2.9e-28	134.8	3212	12M1/15M1/16M1/45M
8b705d25-9333-4b27-9682-88a6dcfcceb4	36109048	77.2	127	18	5	416	773	67	183	7.0e-27	130.2	3212	15M1/11M1I28M1D10M1\3M1I8M1I8M1/7M1/1M1/6M1\14M1I5M
902535e9-26b9-427e-9d17-f55ae695c758	24178149	62.1	145	42	4	2419	2824	6	138	1.2e-25	127.1	6511	19M1\7M1/4M1I6M1/6M1D8M1/11M1/22M1\10M1I11M2I13M1/7M1\8M
902535e9-26b9-427e-9d17-f55ae695c758	22383928	53.7	190	71	7	5959	6498	28	204	9.9e-20	107.5	6511	8M1I5M1/21M1\13M1/7M1/4M1I26M2D9M1D19M2I1\30M1D4M3I11M1\16M
902535e9-26b9-427e-9d17-f55ae695c758	2450285	67.0	109	27	3	573	869	1	104	3.8e-19	105.5	6511	19M1/3M1D19M1\9M1/18M1/10M1D1M1/10M2D11M
902535e9-26b9-427e-9d17-f55ae695c758	10150773	44.0	232	99	11	5312	5920	1	220	5.1e-16	95.1	6511	15M1/14M1/10M1D13M1D4M3D14M3I9M1/14M1D1\5M1D10M1/4M1/11M1/12M3D8M2D7M1/2M1I6M6D16M1D27M
902535e9-26b9-427e-9d17-f55ae695c758	15876023	49.6	137	57	5	1734	2129	1	126	1.1e-15	94.0	6511	10M5I20M1D26M1I13M1I1/26M1I5M1/10M1/15M
902535e9-26b9-427e-9d17-f55ae695c758	8989710	51.3	193	72	9	3538	4062	3	183	3.6e-14	89.0	6511	15M1D20M1\24M1\15M5D4M1\9M1\7M1D12M1I6M1I1/8M1D8M1/6M1\8M1/1M1D7M1\3M1D9M1I9M
902535e9-26b9-427e-9d17-f55ae695c758	23773559	61.0	118	33	5	23	337	45	158	9.0e-13	84.3	6511	4M1/19M3D4M1\16M1D2M1/17M1D17M3D4M1\12M1D10M
902535e9-26b9-427e-9d17-f55ae695c758	26865519	55.9	102	35	3	2168	2450	10	102	1.0e-08	70.9	6511	7M1/5M1/12M1\6M2I10M1/18M1I14M1/2M1D7M1\11M
902535e9-26b9-427e-9d17-f55ae695c758	7847021	48.3	118	49	6	5014	5335	22	133	5.6e-07	65.1	6511	14M1\13M1D32M1D5M2D4M1/10M1I1/10M1I1/14M2D4M
902535e9-26b9-427e-9d17-f55ae695c758	12220431	55.7	79	32	3	3015	3242	2	80	9.6e-07	64.3	6511	40M1D25M1D7M1D4M
902535e9-26b9-427e-9d17-f55ae695c758	15316579	54.2	96	34	3	875	1134	2	93	4.8e-06	62.0	6511	18M1/23M3D18M2D1\4M1D8M1\5M1\10M
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	17610911	71.2	340	75	8	5415	6376	2	324	1.5e-95	359.4	6587	7M1I13M1/11M1I5M1\8M1\23M1I12M1/60M2D1M1\36M1/1M1/12M2D11M1/16M1\9M1/14M1\9M1D1\18M1D17M1I1/34M
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	5110341	85.1	221	24	4	3305	3941	1	214	6.1e-94	354.0	6587	38M1/23M1/14M1I8M1/8M1/2M1/4M1D82M1D18M1I15M
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	37715627	80.0	175	24	4	4158	4654	2	169	2.1e-65	259.2	6587	26M3D6M1\4M1I18M1D8M1\38M1I34M1/5M1/9M1/16M
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	134575	86.0	150	12	2	2613	3040	2	144	1.5e-52	216.5	6587	15M1/21M1\24M1D1\4M1\22M1\6M1D1\21M1\28M
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	17120123	89.1	128	7	3	11	381	11	132	1.1e-45	193.7	6587	10M1/9M1D1M1\22M1I17M1I23M1\16M1\23M
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	38424879	68.0	178	47	4	723	1234	9	178	1.2e-44	190.3	6587	22M1\46M1\27M1I6M1/18M2D2M1/19M1I6M1/15M1I7M
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	25671893	85.4	137	5	4	1426	1794	1	124	1.9e-39	172.9	6587	12M1/6M1/2M1/12M1\6M1/9M1/7M1D1M1/14M1D1M1/22M2I1/16M1I1M1\13M
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	1555789	91.6	95	2	0	2050	2316	2	90	7.1e-34	154.5	6587	7M1\41M1\6M1/7M1\14M1/2M1/12M
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	13147497	78.9	114	11	5	3046	3359	6	108	9.4e-26	127.5	6587	13M1I1/9M2I1\12M2D7M1I14M1/13M1/3M1/15M1I1/15M
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	31793582	81.2	101	12	1	6561	6274	2	96	3.0e-24	122.5	6587	16M1\10M1\4M1\17M1\4M1\9M1D1\34M
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	25521735	84.6	91	9	0	2295	2551	1	86	6.7e-24	121.3	6587	16M1/1M1/12M1/7M1\30M1\20M
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	19265327	80.5	77	11	0	1834	2050	11	83	1.9e-18	103.2	6587	13M1\37M1/6M1/13M1/4M
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	34467371	77.1	83	14	3	515	754	4	82	1.0e-16	97.4	6587	22M1I1/16M1\12M1D13M1I15M
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	20241338	67.5	83	21	1	1269	1499	11	87	2.0e-12	83.2	6587	20M1I10M1\15M1/18M1/6M1/2M1/6M
c42e21bd-9853-4488-86ed-ff2b48519f3f	30531368	81.5	232	28	5	1433	776	13	233	2.2e-81	310.1	1453	13M1I21M1D1\7M1/17M1\18M1/22M1I24M1\1M1D14M2D6M1/8M1/17M1\30M1\19M
